keyword,counterparty,product_type,match_type
Columbus Capital; COLUMBUS CAPITAL,Columbus Capital,home_loan,keyword
Coogans Finance,Coogans Finance,personal_loan,keyword
Credit Corp Loan; Credit Corp Loans; Credit Corp Fina; Credit Corp Fins; CrediCorp; CREDIT CORP GROUP LIM; CREDIT CORP GROUP LI; CREDIT CORP CommBank app BPAY; CCFS SYDNEY; CCFS,Credit Corp,personal_loan,keyword
Credit24,Credit24,personal_loan,keyword
EZI*IPF DIGITAL; IPF DIGITAL AUSTRALIA,Credit24,personal_loan,keyword
Deferit,Deferit,bnpl,keyword
DELTA RENTALS,Delta Rentals ,personal_loan,keyword
Diamond Loans; DIAMOND LOAN,Diamond Loans,personal_loan,keyword
Direct Finance; DIRECT FINANCE,Direct Finance,personal_loan,keyword
Dollar Dealers; DOLLAR DEALERS,Dollar Dealers,personal_loan,keyword
Douugh; DOUUGH; Douugh Spot Loan,Douugh Loan,personal_loan,keyword
Drive Car Finance; DRIVE CAR FINANCE,Drive Car Finance,car_loan,keyword
SWAG INSTAPAY; INSTAPAY; EARNEDWAGEACCESS;Earned Wage Access,Earned Wage Access,wage_advance,keyword
EBP Money; EBP MONEY,EBP Money,personal_loan,keyword
Elevant; ELEVANT,Elevant,personal_loan,keyword
Etika; ETIKA AUSTRALIA,Etika Australia,personal_loan,keyword
Fair Go Finance; FairGO; Fair Go Finance SACC; FGF 254519;FGF,Fair Go Finance,personal_loan,keyword
EZI*FAIR GO FINANC; FAIR GO,Fair Go Finance,personal_loan,keyword
Ferratum; FERRATUM,Ferratum,personal_loan,keyword
Fifmo Capital; FIFMO,Fifmo Capital,personal_loan,keyword
Finance One,Finance One,personal_loan,keyword
FIN ONE PTY LTD; FIN ONE SPV; FIN ONE,Finance One,personal_loan,keyword
First Mortgage Company,First Mortgage Company,home_loan,keyword
FMC,First Mortgage Company,home_loan,keyword
Flash Money,Flash Money,personal_loan,keyword
FLASHMONEY,Flash Money,personal_loan,keyword
Flexicommercial; FLEXICOMMERCIAL,Flexicommercial,generic_loan,keyword
Friendly Loans; FRIENDLY LOANS,Friendly Loans,personal_loan,keyword
Fundency,Fundency,personal_loan,keyword
Fundo Loans; Fundo; FUNDOLOANS,Fundo Loans,personal_loan,keyword
INITIUM CAPITAL,Fundo Loans,personal_loan,keyword
Gamma Duo; GAMMA DUO,Gamma Duo,car_loan,keyword
Gedda Money,Gedda Money,car_loan,keyword
UNITED LOAN SOLUTIONS,Gedda Money,car_loan,keyword
General Mortgage,General Mortgage,home_loan,keyword
Gimmie,Gimmie,bnpl,keyword
MRG CUSTODIANS PTY LTD,Gimmie,bnpl,keyword
Go Car Finance; Go Car Fin; GO CAR FINANCE,Go Car Finance,car_loan,keyword
Golden Bridge Cash Solution; GOLDEN BRIDGE; GOLDEN BRIDGE ENTERP; GOLDEN BRIDGE ENTERPRISE,Golden Bridge Cash Solution,personal_loan,keyword
Good To Go,Good To Go,personal_loan,keyword
GOOD 2 GO LOANS; G2G LOANS,Good To Go,personal_loan,keyword
Green Light Auto Finance,Green Light Auto Finance,car_loan,keyword
GREEN LIGHT AUTO,Green Light Auto Finance,car_loan,keyword
Handee Loans; HANDEE LOANS,Handee Loans,personal_loan,keyword
Handout Loans,Handout Loans,personal_loan,keyword
Harmoney,Harmoney,personal_loan,keyword
Heartland Bank Loans; HEARTLAND BANK LOANS,Heartland Bank Loans,personal_loan,keyword
Hippo Cash; HIPPOCASH,Hippo Cash,personal_loan,keyword
Holden Financial; HOLDEN FINANCIAL,Holden Financial,car_loan,keyword
HomeStart Finance; HOMESTART FINANCE,HomeStart Finance,home_loan,keyword
humm cards,Humm Cards,bank,keyword
Humm; humm loan,Humm,bnpl,keyword
CERTEGY EZIPAY; COXIPAY,Humm,bnpl,keyword
Hyundai Capital; HYUNDAI CAPITAL,Hyundai Capital,car_loan,keyword
iNNiMoney; INNI MONEY,iNNiMoney,personal_loan,keyword
Instant Finance; INSTANT FINANCE,Instant Finance,personal_loan,keyword
Jacaranda Finance; BetterCredit Jacaranda Finance; JacarandaFinance; Jacaranda,Jacaranda Finance,personal_loan,keyword
Jade Finance; JADE FINANCE,Jade Finance,personal_loan,keyword
JD Financials; JD FINANCIALS,JD Financials,personal_loan,keyword
JP Finance and Investment,JP Finance and Investment,personal_loan,keyword
UGO,JP Finance and Investment,personal_loan,keyword
Keystart Loans; KEYSTART LOANS,Keystart Loans,home_loan,keyword
Klarna; KLARNA PAY IN 4,Klarna,bnpl,keyword
La Trobe Financial; LA TROBE FINANCIAL,La Trobe Financial,home_loan,keyword
Latitude Financial; Latitude Motor,Latitude Financial,personal_loan,keyword
LATITUDE P LOANS; LATITUDE PERSNL LOAN; LATITUDE LOANS,Latitude Financial,personal_loan,keyword
LatitudePay Australia; LATITUDEPAY AUST,LatitudePay Australia,bnpl,keyword
Laybuy; LAYBUI,Laybuy,bnpl,keyword
Lexus Finance; LEXUS FINANCE; LEXUS FINANCIAL,Lexus Finance,car_loan,keyword
Liberty Financial,Liberty Financial,personal_loan,keyword
SECURE FUNDING P,Liberty Financial,personal_loan,keyword
Lowes Zero Card,Lowes Zero Card,bnpl,keyword
Mazda Finance,Mazda Finance,car_loan,keyword
MAZDA FINA,Mazda Finance,car_loan,keyword
Mega Cash; MEGA CASH,Mega Cash Loans,personal_loan,keyword
Mercedes-Benz Financial Services,Mercedes-Benz Financial Services,car_loan,keyword
Mercedes-Benz Fin; MERCEDES-BENZ FIN,Mercedes-Benz Financial Services,car_loan,keyword
MB FINANCIAL; MB FINANCIAL CONTRACT,Mercedes-Benz Financial Services,car_loan,keyword
Metro Finance; METRO FINANCE,Metro Finance,car_loan,keyword
Metro Money; METROMONEYLOANS,Metro Money,personal_loan,keyword
Money Centre,Money Centre,personal_loan,keyword
MONEY CENTER; MONEYCENTRECROYD; CASH LOAN MONEY CENTRES; CASHLOANMONEYCENTRES,Money Centre,personal_loan,keyword
Money Place,Money Place,personal_loan,keyword
MONEYPLACE LENDI,Money Place,personal_loan,keyword
Money3; MONEY3 SACC; MONEY3SACC,Money3,personal_loan,keyword
M3 COLLECTIONS; M3 LOAN CENTRE; MONEY3BROKER; M3,Money3,personal_loan,keyword
MoneyMe; MME,MoneyMe,personal_loan,keyword
MoneyPlus; Money Plus,MoneyPlus,personal_loan,keyword
ABAZ PTY LTD; Abaz,MoneyPlus,personal_loan,keyword
Moneyspot; Moneys,MoneySpot,personal_loan,keyword
Mooch Money; @mooch.mon,Mooch Money,personal_loan,keyword
Mortgage House Capital; MORTGAGE HOUSE,Mortgage House Capital,home_loan,keyword
Motion Money; MOTION MONEY,Motion Money,personal_loan,keyword
Motor Trade Finance; MTF Finance,Motor Trade Finance,car_loan,keyword
Moula Money; MOULA MONEY,Moula Money,personal_loan,keyword
Mutual Mortgage; MUTUAL MORTGAGE,Mutual Mortgage,home_loan,keyword
My OZ Money,My OZ Money,personal_loan,keyword
MYOZMONEY; OZ MONEY; OZMONEY,My OZ Money,personal_loan,keyword
MyCashOnline,MyCashOnline,personal_loan,keyword
AUSTRALIAN SYNERGY FINANCE,MyCashOnline,personal_loan,keyword
MyPayNow; MYPAYNOW,MyPayNow,wage_advance,keyword
MPN REPAYMENT,MyPayNow,wage_advance,keyword
1 of 4;2 of 4;3 of 4;4 of 4;,NAB Now Pay Later,bnpl,keyword
NAB Now Pay Later,NAB Now Pay Later,bnpl,keyword
Needy Loans,Needy Loans,personal_loan,keyword
New Start Auto Loans; New Start Auto; NEW START AUTO,New Start Auto Loans,car_loan,keyword
NEWCASTLE Credit Card Cash Adv; NEWCASTLE Loans; newcastle,Newcastle,personal_loan,keyword
NextPayday,NextPayday,wage_advance,keyword
Nifty; NIFTYL,Nifty,personal_loan,keyword
Nimble; Nimble AnyTime,Nimble,personal_loan,keyword
Nissan Finance,Nissan Finance,car_loan,keyword
NISSAN FS,Nissan Finance,car_loan,keyword
Now Finance,Now Finance,personal_loan,keyword
NF FINCO,Now Finance,personal_loan,keyword
Sparren; SPAREN; OK Cash Loans,OK Cash Loans,personal_loan,keyword
Openpay; OPENPAY,Openpay,bnpl,keyword
OurMoneyMarket; our money market,Our Money Market,personal_loan,keyword
Payday Advance; Payday Loans,Payday Advance,wage_advance,keyword
PayExpress; SEMVIA FINANCE PTY LTD; SEMVIA FINANCE,PayExpress,personal_loan,keyword
Paypal Pay in 4; PayPal Pay in 4; Pay in 4; Payin4,PayPal Pay in 4,bnpl,keyword
Payright,Payright,bnpl,keyword
PEOPLESCHOICECU Loans; People's Choice,People's Choice,personal_loan,keyword
Pepper Money,Pepper Money,personal_loan,keyword
PEPPER ASSET FINANCE; PEPPER AUTO DIRECT; PEPPER FINANCE COR,Pepper Money,personal_loan,keyword
Plenti,Plenti,personal_loan,keyword
RATESETTER,Plenti,personal_loan,keyword
Press Pay; PressPay; PRESSPAY ADVANCE; PRESSPAY SHOP,PressPay,wage_advance,keyword
Pronto Finance; PRONTO FINANCE,Pronto Finance,personal_loan,keyword
Quickcash; QUICKCASH FINANCE; QUICKCASHFINANCE,Quickcash,personal_loan,keyword
RACQ Finance; RACQ Fin; RACQ FINANCE,RACQ Finance,car_loan,keyword
RACV Finance; RACV Fin; RACV FINANCE,RACV Finance,car_loan,keyword
Rapid Loans,Rapid Loans,personal_loan,keyword
RAPID LOAN,Rapid Loans,personal_loan,keyword
Resimac,Resimac,home_loan,keyword
Right Road Finance; RIGHT ROAD FINAN,Right Road Finance,car_loan,keyword
Safe Financial,Safe Financial,personal_loan,keyword
SAFE FINANCE; Safe Finance,Safe Financial,personal_loan,keyword
SAFEFINANCE,Safe Financial,personal_loan,keyword
Save My Bacon; SAVE MY BACON; SAVEMYBACONLTD,Save My Bacon,personal_loan,keyword
Seed Cash; Advanced Cash & Go; ADVANCED CASH & GO,Seed Cash,personal_loan,keyword
Smart Cash Loans; SMART CASH LOANS; SMARTCASH,Smartcash,personal_loan,keyword
Snaffle,Snaffle,personal_loan,keyword
INRENT; WALKER STORES,Snaffle,personal_loan,keyword
Society One,Society One,personal_loan,keyword
Speedle Loans; Speedle,Speedle Loans,personal_loan,keyword
Splitit; SPLITIT,Splitit,bnpl,keyword
Spondooli; SPONDOOLI,Spondooli,personal_loan,keyword
Spot BNPL,Spot BNPL,bnpl,keyword
Spot Loan; SPOT LOAN,Spot Loans,personal_loan,keyword
Spotter Loan; Spotter Loans,Spotter Loans,personal_loan,keyword
SRG Finance; SRG FINANCE,SRG Finance,personal_loan,keyword
St George Loans,St George Loans,personal_loan,keyword
ST GEORGE COMM FINAN; ST GEORGE BANK,St George Loans,personal_loan,keyword
Subaru Finance; SUBARU FINANCIAL SERVICES,Subaru Finance,car_loan,keyword
Sunshine Loans; Sunshine Sunshine; Sunshine Deposit,Sunshine Loans,personal_loan,keyword
SUNSHINE REPAYME; SUNSHINE LOAN CENTRE,Sunshine Loans,personal_loan,keyword
DT\.[A-Za-z0-9]+\s+Sunshine,Sunshine Loans,personal_loan,regex
Sure Cash,Sure Cash,personal_loan,keyword
SHIMTEC; SHIMTEC PTY LTD,Sure Cash,personal_loan,keyword
Suzuki Finance; SUZUKI FINANCE,Suzuki Finance,car_loan,keyword
Swift Cash; SWIFT CASH; SWIFTCASH,SwiftCash,personal_loan,keyword
Taurus Motor Finance,Taurus Motor Finance,car_loan,keyword
TAURUS MOTOR FIN; TAURUS FINANCE,Taurus Motor Finance,car_loan,keyword
Toyota Finance,Toyota Finance,car_loan,keyword
POWERTORQUE FIN; POWER TORQUE FINANC,Toyota Finance,car_loan,keyword
Trinity Auto Finance; TRINITYAUTO FINANCE,Trinity Auto Finance,car_loan,keyword
UCFS Australia; UCFS AUSTRALIA; United Consumer Financial,UCFS Australia,personal_loan,keyword
Ume Loans,Ume Loans,personal_loan,keyword
VetPay,VetPay,personal_loan,keyword
Volkswagen Financial,Volkswagen Financial,car_loan,keyword
VW FINANCE,Volkswagen Financial,car_loan,keyword
Wageflo; WAGEFLO,Wageflo,wage_advance,keyword
Wagepay; Wagepay: Instant Pay Advance; WAGEPAYCT,Wagepay,wage_advance,keyword
WAGEPA,Wagepay,wage_advance,keyword
Wagetap; Wagetap: Instant Cash Advance; WAGETAP; WagetapCT,Wagetap,wage_advance,keyword
PartPay; PARTPAY,Westpac PartPay,bnpl,keyword
Wisr; Wisr-smarter money habits,Wisr,personal_loan,keyword
Wizpay; WIZPAY,Wizpay,bnpl,keyword
Wonder Loans; WONDERLOANS,Wonder Loans,personal_loan,keyword
Yamaha Motor Finance; Yamaha Motor Fin,Yamaha Motor Finance,car_loan,keyword
Yes Finance; YES FINANCE,Yes Finance,personal_loan,keyword
CashWise; CASHWISE; ZETHUS,Zethus Holdings,personal_loan,keyword
Zipmoney; Zip Money,Zip Money,personal_loan,keyword
Zip Pay; ZIPPAY,Zip Pay,bnpl,keyword
ZIP CO NZ,Zip Pay,bnpl,keyword
Zip Plus,Zip Plus,bnpl,keyword
ZIPPLUS,Zip Plus,bnpl,keyword
Art Money; ARTMONEY,Art Money,bnpl,keyword
BizPay; BIZPAY,BizPay,bnpl,keyword
DentiCare; DENTICARE,DentiCare,bnpl,keyword
Inkpay; INKPAY,Inkpay,bnpl,keyword
LatitudePay; LATITUDEPAY,LatitudePay,bnpl,keyword
PayLater Travel; PAYLATER TRAVEL; PAYLATERTRAVEL,PayLater Travel,bnpl,keyword
Salon Pay; SALON PAY; SALONPAY,Salon Pay,bnpl,keyword
Shop Xtream; SHOP XTREAM; SHOPXTREAM; SHOPXTREME,Shop Xtream,bnpl,keyword
Suncorp PayLater; SUNCORP PAYLATER; SUNCORPPAYLATER,Suncorp PayLater,bnpl,keyword
Westpac PartPay; WESTPAC PARTPAY; WESTPACPARTPAY,Westpac PartPay,bnpl,keyword
ZeeFi; ZEEFI; ZEEFI STUDY NOW PAY LATER; ZEEFI PAYMENT ASSIST; PAYMENT ASSIST,ZeeFi,bnpl,keyword
Paylab; PAYLAB,Paylab,wage_advance,keyword
WageSplit; WAGESPLIT,WageSplit,wage_advance,keyword
Wagestream; WAGESTREAM,Wagestream,wage_advance,keyword
AA Money; AAMONEY,AA Money,personal_loan,keyword
ABC Advantage; ABCADVANTAGE; ABCADVANTAGEPTYL,ABC Advantage,personal_loan,keyword
AddCash Finance; ADDCASH FINANCE; ADDCASHFINANCE,AddCash Finance,personal_loan,keyword
Aus Lending; AUS LENDING; AUSLENDING,Aus Lending,personal_loan,keyword
Aussie Cash; AUSSIE CASH; AUSSIECASH,Aussie Cash,personal_loan,keyword
Better Finance; BETTER FINANCE; BETTERFINANCE,Better Finance,personal_loan,keyword
Bond Assist; BOND ASSIST; BONDASSIST,Bond Assist,personal_loan,keyword
Cantwait; CANTWAIT,Cantwait,personal_loan,keyword
Capital Cash; CAPITAL CASH; CAPITALCASH,Capital Cash,personal_loan,keyword
Capital and Centric Funding; CAPITAL AND CENTRIC FUNDING; CAPITALANDCENTRICFUNDING,Capital and Centric Funding,personal_loan,keyword
Cash Lenders; CASH LENDERS; CASHLENDERS,Cash Lenders,personal_loan,keyword
CashToday; CASHTODAY,CashToday,personal_loan,keyword
Cashies Nowra; CASHIES NOWRA; CASHIESNOWRA,Cashies Nowra,personal_loan,keyword
Cashxpress; CASHXPRESS,Cashxpress,personal_loan,keyword
Clear Cash; CLEAR CASH; CLEARCASH,Clear Cash,personal_loan,keyword
Direct Personal Loan; DIRECT PERSONAL LOAN; DIRECTPERSONALLOAN,Direct Personal Loan,personal_loan,keyword
Easy Financing; EASY FINANCING; EASYFINANCING,Easy Financing,personal_loan,keyword
Enably; ENABLY,Enably,personal_loan,keyword
Equius Money; EQUIUS MONEY; EQUIUSMONEY,Equius Money,personal_loan,keyword
Falcon Finance; FALCON FINANCE; FALCONFINANCE,Falcon Finance,personal_loan,keyword
Finance Now; FINANCE NOW; FINANCE NOW PERSONAL LOANS,Finance Now,personal_loan,keyword
First Credit Union Loans; FIRST CREDIT UNION LOANS; FIRSTCREDITUNIONLOANS; FIRST CREDIT UNION PERSONAL LOANS,First Credit Union Loans,personal_loan,keyword
First Stop Money; FIRST STOP MONEY; FIRSTSTOPMONEY,First Stop Money,personal_loan,keyword
Flexi Plus Finance; FLEXI PLUS FINANCE; FLEXIPLUSFINANCE,Flexi Plus Finance,personal_loan,keyword
FundCo; FUNDCO,FundCo,personal_loan,keyword
Geneva Finance; GENEVA FINANCE; GENEVA PERSONAL LOANS,Geneva Finance,personal_loan,keyword
Good Shepherd Microfinance; GOOD SHEPHERD MICROFINANCE; GOODSHEPHERDMICROFINANCE; GSANZ,Good Shepherd Microfinance,personal_loan,keyword
IFinance; IFINANCE,IFinance,personal_loan,keyword
LendPlus; LENDPLUS,LendPlus,personal_loan,keyword
Limba Loans; LIMBA LOANS; LIMBALOANS,Limba Loans,personal_loan,keyword
Loan Barn; LOAN BARN; LOANBARN,Loan Barn,personal_loan,keyword
Loan Zone WA; LOAN ZONE WA; LOANZONEWA; LOANZONE,Loan Zone WA,personal_loan,keyword
Loans4U; LOANS4U,Loans4U,personal_loan,keyword
MA Money; MA MONEY; MAMONEY,MA Money,personal_loan,keyword
MSF Auburn; MSF AUBURN; MSFAUBURN,MSF Auburn,personal_loan,keyword
MediPay; MEDIPAY,MediPay,personal_loan,keyword
MiFinance; MIFINANCE,MiFinance,personal_loan,keyword
Money Now; MONEY NOW; MONEYNOW,Money Now,personal_loan,keyword
MoneyShop; MONEYSHOP,MoneyShop,personal_loan,keyword
MoneyStart; MONEYSTART,MoneyStart,personal_loan,keyword
My Loan Solution; MY LOAN SOLUTION; MYLOANSOLUTION,My Loan Solution,personal_loan,keyword
Nectar Loans; NECTAR LOANS; NECTARLOANS,Nectar Loans,personal_loan,keyword
Nga Tangata Microfinance; NGA TANGATA MICROFINANCE; NGATANGATAMICROFINANCE,Nga Tangata Microfinance,personal_loan,keyword
Nmoni; NMONI,Nmoni,personal_loan,keyword
PayAssist; PAYASSIST,PayAssist,personal_loan,keyword
Payday247; PAYDAY247,Payday247,personal_loan,keyword
Pennywise Cash Loans; PENNYWISE CASH LOANS; PENNYWISECASHLOANS,Pennywise Cash Loans,personal_loan,keyword
Personal Finance Co; PERSONAL FINANCE CO; PERSONALFINANCECO,Personal Finance Co,personal_loan,keyword
Piper Loans; PIPER LOANS; PIPERLOANS,Piper Loans,personal_loan,keyword
Quadsaa Pty Ltd; QUADSAA PTY LTD; QUADSAAPTYLTD,Quadsaa Pty Ltd,personal_loan,keyword
Quick and Easy Finance; QUICK AND EASY FINANCE; QUICKANDEASYFINANCE,Quick and Easy Finance,personal_loan,keyword
Quickle; QUICKLE; BACKINJUSTNEEDEDAQUICKLE,Quickle,personal_loan,keyword
Rescue Credit; RESCUE CREDIT; RESCUECREDIT,Rescue Credit,personal_loan,keyword
Squirrel; SQUIRREL PERSONAL LOANS,Squirrel,personal_loan,keyword
Stress Less; STRESS LESS; STRESSLESS,Stress Less,personal_loan,keyword
Swift Loans; SWIFT LOANS; SWIFTLOANS; OZ CASH LOANS; OZCASHLOANS,Swift Loans,personal_loan,keyword
Thornmoney; THORNMONEY,Thornmoney,personal_loan,keyword
Online Credit 365; Online Credit 365,Online Credit 365,personal_loan,keyword
Swoosh Finance; Ausfinancial Pty Ltd; AusFinancial Pty; Ref: Swoosh,Swoosh Finance,personal_loan,keyword
SWOOSH LOSS RECO,Swoosh Finance,personal_loan,keyword
Unipay Finance,Unipay Loans,personal_loan,keyword
POL PL,Police Bank Personal Loan,personal_loan,keyword
