application_id,transaction_id,finv_category,counterparty,classification_engine,stream_id
2420589,2755538073,Subscription TV,Netflix,initial,
2420589,2755537559,Groceries,DUN DIRECT,initial,
2420589,2755538305,Information,Google,initial,
2420589,2755538348,External Transfers,CBA Funds Transfer,transfer,External Transfers
2420589,2755537730,,,,
2420589,2755538345,Information,Google,initial,
2420589,2755538337,Health,ST JOHN OF GOD MIDLAND,initial,
2420589,2755537848,Retail,eBay,initial,
2420589,2755538151,Information,Google,initial,
2420589,2755538271,Automotive,Puma York Roadhouse,initial,
2420589,2755538031,Health,STEWART'S SAVEMOR PH,initial,
2420589,2755538294,Retail,PURCHASE OFFICEWORKS,initial,
2420589,2755537678,Information,Google,initial,
2420589,2755537628,Non SACC Loans,Afterpay,liability,bnpl_001
2420589,2755538359,Health,THE TRUSTEE FOR LIM,initial,
2420589,2755538278,Information,Google,initial,
2420589,2755538365,Groceries,WOOLWORTHS GROUP LIMITED,initial,
2420589,2755538053,Automotive,BP,initial,
2420589,2755538136,,,,
2420589,2755538149,Information,Google,initial,
2420589,2755537563,Wages,Main Roads,income,salary_payg_001
2420589,2755538165,Information,Google,initial,
2420589,2755538152,Information,Google,initial,
2420589,2755538008,Health,STEWART'S SAVEMOR PH,initial,
2420589,2755537788,Unknown Loans,Credit Corp,liability,unknown_001
2420589,2755538082,Automotive,BP,initial,
2420589,2755537795,Wages,Main Roads,income,salary_payg_001
2420589,2755537815,Groceries,DUN DIRECT,initial,
2420589,2755538342,Information,Google,initial,
2420589,2755538032,Groceries,MOORA GROCERY PTY LTD,initial,
2420589,2755538251,Retail,eBay,initial,
2420589,2755538148,Information,Google,initial,
2420589,2755537724,Unknown Loans,Credit Corp,liability,unknown_001
2420589,2755537876,Automotive,Puma York Roadhouse,initial,
2420589,2755537603,Telecommunications,Optus,initial,
2420589,2755538074,Dining Out,HONG KONG BBQ,initial,
2420589,2755538118,Information,Google,initial,
2420589,2755538156,Pet Care,NORTHAM FEED &,initial,
2420589,2755538019,Health,STEWART'S SAVEMOR PH,initial,
2420589,2755538274,,,,
2420589,2755537813,Automotive,Great Southern Fuels,initial,
2420589,2755537791,Non SACC Loans,Wagetap,liability,wage_advance_004
2420589,2755538088,Automotive,Great Southern Fuels,initial,
2420589,2755537930,Subscription TV,Netflix,initial,
2420589,2755538254,Non SACC Loans,Wagepay,liability,wage_advance_003
2420589,2755537874,Information,Google,initial,
2420589,2755537729,Automotive,DUNNINGS TOODYAY JUN TOODYAY,initial,
2420589,2755537887,Non SACC Loans,Afterpay,liability,bnpl_001
2420589,2755538221,Information,Google,initial,
2420589,2755537998,Automotive,BP,initial,
2420589,2755538137,Overdrawn,Overdrawn Fee,fee,
2420589,2755537960,Non SACC Loans,Afterpay,liability,bnpl_001
2420589,2755538306,Information,Google,initial,
2420589,2755538273,External Transfers,CBA Funds Transfer,transfer,External Transfers
2420589,2755537686,Information,Google,initial,
2420589,2755538009,Information,Google,initial,
2420589,2755537675,Retail,SPOTIFY GB,initial,
2420589,2755538004,,,,
2420589,2755538206,Information,Google,initial,
2420589,2755537625,Groceries,WOOLWORTHS GROUP LIMITED,initial,
2420589,2755538096,Non SACC Loans,Afterpay,liability,bnpl_001
2420589,2755538044,Information,Google,initial,
2420589,2755537806,Information,Google,initial,
2420589,2755538288,SACC Loans,Fundo Loans,liability,sacc_001
2420589,2755537966,Non SACC Loans,Humm,liability,bnpl_002
2420589,2755537666,Non SACC Loans,MyPayNow,liability,wage_advance_002
2420589,2755537852,Information,Google,initial,
2420589,2755537846,Information,Google,initial,
2420589,2755537624,Non SACC Loans,MyPayNow,liability,wage_advance_002
2420589,2755537695,Automotive,DUNNINGS GOOMALLING GOOMALLING,initial,
2420589,2755538301,Automotive,Great Southern Fuels,initial,
2420589,2755537955,Information,Google,initial,
2420589,2755538242,Home Improvement,BUNNINGS GROUP LIMITED,initial,
2420589,2755537596,Information,Google,initial,
2420589,2755537688,Information,Google,initial,
2420589,2755537753,Automotive,DUNNINGS TOODYAY JUN TOODYAY,initial,
2420589,2755537979,Non SACC Loans,Wagepay,liability,wage_advance_003
2420589,2755537629,Groceries,MOORA GROCERY PTY LTD,initial,
2420589,2755537740,Automotive,DUNNINGS TOODYAY JUN TOODYAY,initial,
2420589,2755538164,Automotive,Puma York Roadhouse,initial,
2420589,2755538072,Groceries,Spud Shed,initial,
2420589,2755538037,Non SACC Loans,Beforepay,liability,wage_advance_001
2420589,2755537901,External Transfers,Direct Debit Transfer,transfer,External Transfers
2420589,2755537698,Information,Google,initial,
2420589,2755537843,Groceries,WOOLWORTHS GROUP LIMITED,initial,
2420589,2755538197,,,,
2420589,2755538176,Dishonours,-,dishonour,
2420589,2755537587,Groceries,WOOLWORTHS GROUP LIMITED,initial,
2420589,2755537743,Information,Google,initial,
2420589,2755538354,Information,Google,initial,
2420589,2755538214,Non SACC Loans,CBA Loans,liability,contract_loan_001
2420589,2755538102,Non SACC Loans,Afterpay,liability,bnpl_001
2420589,2755537814,Retail,Warricks Newsagency,initial,
2420589,2755538051,Automotive,DUNNINGS GOOMALLING GOOMALLING,initial,
2420589,2755537854,Automotive,Great Southern Fuels,initial,
2420589,2755537726,Overdrawn,Overdrawn Fee,fee,
2420589,2755537988,Health,ST JOHN OF GOD MIDLAND,initial,
2420589,2755538213,External Transfers,CBA Funds Transfer,transfer,External Transfers
2420589,2755537683,External Transfers,CBA Funds Transfer,transfer,External Transfers
2420589,2755538290,Information,Google,initial,
2420589,2755538030,Automotive,Great Southern Fuels,initial,
2420589,2755537709,Dishonours,-,dishonour,
2420589,2755537945,Groceries,WOOLWORTHS GROUP LIMITED,initial,
2420589,2755538080,Automotive,Great Southern Fuels,initial,
2420589,2755538233,Information,Google,initial,
2420589,2755538162,Dining Out,THE LAKES,initial,
2420589,2755538022,Automotive,DUNNINGS TOODYAY JUN TOODYAY,initial,
2420589,2755537999,Groceries,Coles,initial,
2420589,2755537638,Information,Google,initial,
2420589,2755538237,Information,Google,initial,
2420589,2755537778,External Transfers,Direct Debit Transfer,transfer,External Transfers
2420589,2755537573,Dining Out,HONG KONG BBQ,initial,
2420589,2755537620,,,,
2420589,2755538204,Dishonours,-,dishonour,
2420589,2755537823,Information,Google,initial,
2420589,2755538028,Groceries,YORK QUALITY,initial,
2420589,2755537646,Information,Google,initial,
2420589,2755537992,Automotive,ATLAS SAWYERS SAWYERS VALLE,initial,
2420589,2755538331,,,,
2420589,2755538289,Dining Out,HONG KONG BBQ,initial,
2420589,2755537611,Information,Google,initial,
2420589,2755538240,Non SACC Loans,CBA Loans,liability,contract_loan_001
2420589,2755538142,Groceries,WOOLWORTHS GROUP LIMITED,initial,
2420589,2755538330,External Transfers,CBA Funds Transfer,transfer,External Transfers
2420589,2755537752,Groceries,DUN DIRECT,initial,
2420589,2755537651,Non SACC Loans,Wagepay,liability,wage_advance_003
2420589,2755537909,Information,Google,initial,
2420589,2755537790,Overdrawn,Overdrawn Fee,fee,
2420589,2755537614,Non SACC Loans,Beforepay,liability,wage_advance_001
2420589,2755538104,Retail,Red Dot,initial,
2420589,2755538245,Dining Out,THE LAKES,initial,
2420589,2755538146,Automotive,Great Southern Fuels,initial,
2420589,2755537969,Overdrawn,Overdrawn Fee,fee,
2420589,2755537765,Information,Google,initial,
2420589,2755537903,Non SACC Loans,Beforepay,liability,wage_advance_001
2420589,2755537564,Non SACC Loans,MyPayNow,liability,wage_advance_002
2420589,2755537805,Information,Google,initial,
2420589,2755538108,Overdrawn,Overdrawn Fee,fee,
2420589,2755538314,Non SACC Loans,MyPayNow,liability,wage_advance_002
2420589,2755537599,Automotive,ATLAS SAWYERS SAWYERS VALLE,initial,
2420589,2755537819,Information,Google,initial,
2420589,2755537626,Automotive,Great Southern Fuels,initial,
2420589,2755538100,Information,Google,initial,
2420589,2755537693,Automotive,Great Southern Fuels,initial,
2420589,2755537593,Information,Google,initial,
2420589,2755537606,Automotive,Caltex,initial,
2420589,2755538079,Information,Google,initial,
2420589,2755537974,Dishonours,-,dishonour,
2420589,2755538140,Non SACC Loans,MyPayNow,liability,wage_advance_002
2420589,2755538174,Dishonours,-,dishonour,
2420589,2755538011,Automotive,DUNNINGS TOODYAY JUN TOODYAY,initial,
2420589,2755537555,Non SACC Loans,Beforepay,liability,wage_advance_001
2420589,2755538300,Automotive,DUNNINGS TOODYAY JUN TOODYAY,initial,
2420589,2755538132,Information,Google,initial,
2420589,2755537643,Dishonours,-,dishonour,
