engine_id,application_id,transaction_id,finv_category,counterparty,classification_rule_id,classification_reason,stream_id,priority
initial,2420589,2755538147,Automotive,Great Southern Fuels,merchant_kb_match,"category=Automotive; rule=merchant_kb_match; evidence=keyword=GREAT SOUTHERN FUELS NORTHAM, merchant=Great Southern Fuels",,1
initial,2420589,2755537720,Automotive,DUNNINGS TOODYAY JUN TOODYAY,merchant_kb_match,"category=Automotive; rule=merchant_kb_match; evidence=keyword=DUNNINGS TOODYAY JUN TOODYAY, merchant=DUNNINGS TOODYAY JUN TOODYAY",,1
initial,2420589,2755538277,Automotive,DUNNINGS TOODYAY JUN TOODYAY,merchant_kb_match,"category=Automotive; rule=merchant_kb_match; evidence=keyword=DUNNINGS TOODYAY JUN TOODYAY, merchant=DUNNINGS TOODYAY JUN TOODYAY",,1
initial,2420589,2755537745,Automotive,Great Southern Fuels,merchant_kb_match,"category=Automotive; rule=merchant_kb_match; evidence=keyword=GREAT SOUTHERN FUELS NORTHAM, merchant=Great Southern Fuels",,1
initial,2420589,2755538073,Subscription TV,Netflix,merchant_kb_match,"category=Subscription TV; rule=merchant_kb_match; evidence=keyword=NETFLIX COM, merchant=Netflix",,1
initial,2420589,2755537559,Groceries,DUN DIRECT,merchant_kb_match,"category=Groceries; rule=merchant_kb_match; evidence=keyword=DUN DIRECT PTY LTD WONGAN HILLS, merchant=DUN DIRECT",,1
initial,2420589,2755538337,Health,ST JOHN OF GOD MIDLAND,merchant_kb_match,"category=Health; rule=merchant_kb_match; evidence=keyword=ST JOHN OF GOD SUBIACO, merchant=ST JOHN OF GOD MIDLAND",,1
initial,2420589,2755538271,Automotive,Puma York Roadhouse,merchant_kb_match,"category=Automotive; rule=merchant_kb_match; evidence=keyword=PUMA YORK ROADHOUSE, merchant=Puma York Roadhouse",,1
initial,2420589,2755538031,Health,STEWART'S SAVEMOR PH,merchant_kb_match,"category=Health; rule=merchant_kb_match; evidence=keyword=STEWART S SAVEMOR PH, merchant=STEWART'S SAVEMOR PH",,1
initial,2420589,2755538294,Retail,PURCHASE OFFICEWORKS,merchant_kb_match,"category=Retail; rule=merchant_kb_match; evidence=keyword=OFFICEWORKS, merchant=PURCHASE OFFICEWORKS",,1
initial,2420589,2755538359,Health,THE TRUSTEE FOR LIM,merchant_kb_match,"category=Health; rule=merchant_kb_match; evidence=keyword=THE TRUSTEE FOR LIM, merchant=THE TRUSTEE FOR LIM",,1
initial,2420589,2755538365,Groceries,WOOLWORTHS GROUP LIMITED,merchant_kb_match,"category=Groceries; rule=merchant_kb_match; evidence=keyword=WOOLWORTHS, merchant=WOOLWORTHS GROUP LIMITED",,1
initial,2420589,2755537563,Utilities,Main Roads,merchant_kb_match,"category=Utilities; rule=merchant_kb_match; evidence=keyword=MAIN ROADS, merchant=Main Roads",,1
initial,2420589,2755538008,Health,STEWART'S SAVEMOR PH,merchant_kb_match,"category=Health; rule=merchant_kb_match; evidence=keyword=STEWART S SAVEMOR PH, merchant=STEWART'S SAVEMOR PH",,1
initial,2420589,2755537795,Utilities,Main Roads,merchant_kb_match,"category=Utilities; rule=merchant_kb_match; evidence=keyword=MAIN ROADS, merchant=Main Roads",,1
initial,2420589,2755537815,Groceries,DUN DIRECT,merchant_kb_match,"category=Groceries; rule=merchant_kb_match; evidence=keyword=DUN DIRECT PTY LTD WONGAN HILLS, merchant=DUN DIRECT",,1
initial,2420589,2755538032,Groceries,MOORA GROCERY PTY LTD,merchant_kb_match,"category=Groceries; rule=merchant_kb_match; evidence=keyword=MOORA IGA, merchant=MOORA GROCERY PTY LTD",,1
initial,2420589,2755537876,Automotive,Puma York Roadhouse,merchant_kb_match,"category=Automotive; rule=merchant_kb_match; evidence=keyword=PUMA YORK ROADHOUSE, merchant=Puma York Roadhouse",,1
initial,2420589,2755537603,Telecommunications,OPTUS BILLING SERVICES MACQUARIE PAR,merchant_kb_match,"category=Telecommunications; rule=merchant_kb_match; evidence=keyword=OPTUS BILLING MACQUARIEPARK NS, merchant=OPTUS BILLING SERVICES MACQUARIE PAR",,1
initial,2420589,2755538074,Dining Out,HONG KONG BBQ,merchant_kb_match,"category=Dining Out; rule=merchant_kb_match; evidence=keyword=HONG KONG BBQ, merchant=HONG KONG BBQ",,1
initial,2420589,2755538156,Pet Care,NORTHAM FEED &,merchant_kb_match,"category=Pet Care; rule=merchant_kb_match; evidence=keyword=NORTHAM FEED HIRE, merchant=NORTHAM FEED &",,1
initial,2420589,2755538019,Health,STEWART'S SAVEMOR PH,merchant_kb_match,"category=Health; rule=merchant_kb_match; evidence=keyword=STEWART S SAVEMOR PH, merchant=STEWART'S SAVEMOR PH",,1
initial,2420589,2755537813,Automotive,Great Southern Fuels,merchant_kb_match,"category=Automotive; rule=merchant_kb_match; evidence=keyword=GREAT SOUTHERN FUELS NORTHAM, merchant=Great Southern Fuels",,1
initial,2420589,2755538088,Automotive,Great Southern Fuels,merchant_kb_match,"category=Automotive; rule=merchant_kb_match; evidence=keyword=GREAT SOUTHERN FUELS NORTHAM, merchant=Great Southern Fuels",,1
initial,2420589,2755537930,Subscription TV,Netflix,merchant_kb_match,"category=Subscription TV; rule=merchant_kb_match; evidence=keyword=NETFLIX COM MELBOURNE VI, merchant=Netflix",,1
initial,2420589,2755537729,Automotive,DUNNINGS TOODYAY JUN TOODYAY,merchant_kb_match,"category=Automotive; rule=merchant_kb_match; evidence=keyword=DUNNINGS TOODYAY JUN TOODYAY, merchant=DUNNINGS TOODYAY JUN TOODYAY",,1
initial,2420589,2755538273,Automotive,TRANSFER TO,merchant_kb_match,"category=Automotive; rule=merchant_kb_match; evidence=keyword=TRANSFER TO, merchant=TRANSFER TO",,1
initial,2420589,2755537675,Retail,SPOTIFY GB,merchant_kb_match,"category=Retail; rule=merchant_kb_match; evidence=keyword=SPOTIFY, merchant=SPOTIFY GB",,1
initial,2420589,2755537625,Groceries,WOOLWORTHS GROUP LIMITED,merchant_kb_match,"category=Groceries; rule=merchant_kb_match; evidence=keyword=WOOLWORTHS, merchant=WOOLWORTHS GROUP LIMITED",,1
initial,2420589,2755537695,Automotive,DUNNINGS GOOMALLING GOOMALLING,merchant_kb_match,"category=Automotive; rule=merchant_kb_match; evidence=keyword=DUNNINGS GOOMALLING GOOMALLING, merchant=DUNNINGS GOOMALLING GOOMALLING",,1
initial,2420589,2755538301,Automotive,Great Southern Fuels,merchant_kb_match,"category=Automotive; rule=merchant_kb_match; evidence=keyword=GREAT SOUTHERN FUELS NORTHAM, merchant=Great Southern Fuels",,1
initial,2420589,2755538242,Home Improvement,BUNNINGS GROUP LIMITED,merchant_kb_match,"category=Home Improvement; rule=merchant_kb_match; evidence=keyword=BUNNINGS, merchant=BUNNINGS GROUP LIMITED",,1
initial,2420589,2755537753,Automotive,DUNNINGS TOODYAY JUN TOODYAY,merchant_kb_match,"category=Automotive; rule=merchant_kb_match; evidence=keyword=DUNNINGS TOODYAY JUN TOODYAY, merchant=DUNNINGS TOODYAY JUN TOODYAY",,1
initial,2420589,2755537629,Groceries,MOORA GROCERY PTY LTD,merchant_kb_match,"category=Groceries; rule=merchant_kb_match; evidence=keyword=MOORA IGA, merchant=MOORA GROCERY PTY LTD",,1
initial,2420589,2755537740,Automotive,DUNNINGS TOODYAY JUN TOODYAY,merchant_kb_match,"category=Automotive; rule=merchant_kb_match; evidence=keyword=DUNNINGS TOODYAY JUN TOODYAY, merchant=DUNNINGS TOODYAY JUN TOODYAY",,1
initial,2420589,2755538164,Automotive,Puma York Roadhouse,merchant_kb_match,"category=Automotive; rule=merchant_kb_match; evidence=keyword=PUMA YORK ROADHOUSE, merchant=Puma York Roadhouse",,1
initial,2420589,2755538072,Groceries,Spud Shed,merchant_kb_match,"category=Groceries; rule=merchant_kb_match; evidence=keyword=SPUD SHED, merchant=Spud Shed",,1
initial,2420589,2755538037,Automotive,TRANSFER TO,merchant_kb_match,"category=Automotive; rule=merchant_kb_match; evidence=keyword=TRANSFER TO, merchant=TRANSFER TO",,1
initial,2420589,2755537843,Groceries,WOOLWORTHS GROUP LIMITED,merchant_kb_match,"category=Groceries; rule=merchant_kb_match; evidence=keyword=WOOLWORTHS, merchant=WOOLWORTHS GROUP LIMITED",,1
initial,2420589,2755537587,Groceries,WOOLWORTHS GROUP LIMITED,merchant_kb_match,"category=Groceries; rule=merchant_kb_match; evidence=keyword=WOOLWORTHS, merchant=WOOLWORTHS GROUP LIMITED",,1
initial,2420589,2755537814,Retail,Warricks Newsagency,merchant_kb_match,"category=Retail; rule=merchant_kb_match; evidence=keyword=WARRICKS NEWSAGENCY NORTHAM, merchant=Warricks Newsagency",,1
initial,2420589,2755538051,Automotive,DUNNINGS GOOMALLING GOOMALLING,merchant_kb_match,"category=Automotive; rule=merchant_kb_match; evidence=keyword=DUNNINGS GOOMALLING GOOMALLING, merchant=DUNNINGS GOOMALLING GOOMALLING",,1
initial,2420589,2755537854,Automotive,Great Southern Fuels,merchant_kb_match,"category=Automotive; rule=merchant_kb_match; evidence=keyword=GREAT SOUTHERN FUELS NORTHAM, merchant=Great Southern Fuels",,1
initial,2420589,2755537988,Health,ST JOHN OF GOD MIDLAND,merchant_kb_match,"category=Health; rule=merchant_kb_match; evidence=keyword=ST JOHN OF GOD SUBIACO, merchant=ST JOHN OF GOD MIDLAND",,1
initial,2420589,2755537683,Automotive,WA Transport DVS,merchant_kb_match,"category=Automotive; rule=merchant_kb_match; evidence=keyword=WA TRANSPORT DVS COMMBANK APP BPAY, merchant=WA Transport DVS",,1
initial,2420589,2755538030,Automotive,Great Southern Fuels,merchant_kb_match,"category=Automotive; rule=merchant_kb_match; evidence=keyword=GREAT SOUTHERN FUELS NORTHAM, merchant=Great Southern Fuels",,1
initial,2420589,2755537945,Groceries,WOOLWORTHS GROUP LIMITED,merchant_kb_match,"category=Groceries; rule=merchant_kb_match; evidence=keyword=WOOLWORTHS, merchant=WOOLWORTHS GROUP LIMITED",,1
initial,2420589,2755538080,Automotive,Great Southern Fuels,merchant_kb_match,"category=Automotive; rule=merchant_kb_match; evidence=keyword=GREAT SOUTHERN FUELS NORTHAM, merchant=Great Southern Fuels",,1
initial,2420589,2755538162,Dining Out,THE LAKES,merchant_kb_match,"category=Dining Out; rule=merchant_kb_match; evidence=keyword=THE LAKES, merchant=THE LAKES",,1
initial,2420589,2755538022,Automotive,DUNNINGS TOODYAY JUN TOODYAY,merchant_kb_match,"category=Automotive; rule=merchant_kb_match; evidence=keyword=DUNNINGS TOODYAY JUN TOODYAY, merchant=DUNNINGS TOODYAY JUN TOODYAY",,1
initial,2420589,2755537999,Groceries,Coles,merchant_kb_match,"category=Groceries; rule=merchant_kb_match; evidence=keyword=COLES, merchant=Coles",,1
initial,2420589,2755537573,Dining Out,HONG KONG BBQ,merchant_kb_match,"category=Dining Out; rule=merchant_kb_match; evidence=keyword=HONG KONG BBQ, merchant=HONG KONG BBQ",,1
initial,2420589,2755538028,Groceries,YORK QUALITY,merchant_kb_match,"category=Groceries; rule=merchant_kb_match; evidence=keyword=YORK QUALITY, merchant=YORK QUALITY",,1
initial,2420589,2755537992,Automotive,ATLAS SAWYERS SAWYERS VALLE,merchant_kb_match,"category=Automotive; rule=merchant_kb_match; evidence=keyword=ATLAS SAWYERS SAWYERS VALLE, merchant=ATLAS SAWYERS SAWYERS VALLE",,1
initial,2420589,2755538289,Dining Out,HONG KONG BBQ,merchant_kb_match,"category=Dining Out; rule=merchant_kb_match; evidence=keyword=HONG KONG BBQ, merchant=HONG KONG BBQ",,1
initial,2420589,2755538142,Groceries,WOOLWORTHS GROUP LIMITED,merchant_kb_match,"category=Groceries; rule=merchant_kb_match; evidence=keyword=WOOLWORTHS, merchant=WOOLWORTHS GROUP LIMITED",,1
initial,2420589,2755538330,Automotive,TRANSFER TO,merchant_kb_match,"category=Automotive; rule=merchant_kb_match; evidence=keyword=TRANSFER TO, merchant=TRANSFER TO",,1
initial,2420589,2755537752,Groceries,DUN DIRECT,merchant_kb_match,"category=Groceries; rule=merchant_kb_match; evidence=keyword=DUN DIRECT PTY LTD WONGAN HILLS, merchant=DUN DIRECT",,1
initial,2420589,2755538104,Retail,Red Dot,merchant_kb_match,"category=Retail; rule=merchant_kb_match; evidence=keyword=RED DOT STORES, merchant=Red Dot",,1
initial,2420589,2755538245,Dining Out,THE LAKES,merchant_kb_match,"category=Dining Out; rule=merchant_kb_match; evidence=keyword=THE LAKES, merchant=THE LAKES",,1
initial,2420589,2755538146,Automotive,Great Southern Fuels,merchant_kb_match,"category=Automotive; rule=merchant_kb_match; evidence=keyword=GREAT SOUTHERN FUELS NORTHAM, merchant=Great Southern Fuels",,1
initial,2420589,2755537903,Automotive,TRANSFER TO,merchant_kb_match,"category=Automotive; rule=merchant_kb_match; evidence=keyword=TRANSFER TO, merchant=TRANSFER TO",,1
initial,2420589,2755537599,Automotive,ATLAS SAWYERS SAWYERS VALLE,merchant_kb_match,"category=Automotive; rule=merchant_kb_match; evidence=keyword=ATLAS SAWYERS SAWYERS VALLE, merchant=ATLAS SAWYERS SAWYERS VALLE",,1
initial,2420589,2755537626,Automotive,Great Southern Fuels,merchant_kb_match,"category=Automotive; rule=merchant_kb_match; evidence=keyword=GREAT SOUTHERN FUELS NORTHAM, merchant=Great Southern Fuels",,1
initial,2420589,2755537693,Automotive,Great Southern Fuels,merchant_kb_match,"category=Automotive; rule=merchant_kb_match; evidence=keyword=GREAT SOUTHERN FUELS NORTHAM, merchant=Great Southern Fuels",,1
initial,2420589,2755538011,Automotive,DUNNINGS TOODYAY JUN TOODYAY,merchant_kb_match,"category=Automotive; rule=merchant_kb_match; evidence=keyword=DUNNINGS TOODYAY JUN TOODYAY, merchant=DUNNINGS TOODYAY JUN TOODYAY",,1
initial,2420589,2755538300,Automotive,DUNNINGS TOODYAY JUN TOODYAY,merchant_kb_match,"category=Automotive; rule=merchant_kb_match; evidence=keyword=DUNNINGS TOODYAY JUN TOODYAY, merchant=DUNNINGS TOODYAY JUN TOODYAY",,1
transfer,2420589,2755538124,External Transfers,Direct Debit Transfer,external_direct_debit_with_bsb,"category=External Transfers; rule=external_direct_debit_with_bsb; evidence=confidence=high, dr_cr_used",External Transfers,100
transfer,2420589,2755537983,External Transfers,Direct Debit Transfer,external_direct_debit_with_bsb,"category=External Transfers; rule=external_direct_debit_with_bsb; evidence=confidence=high, dr_cr_used",External Transfers,100
transfer,2420589,2755537654,External Transfers,CBA Funds Transfer,external_commbank_name,category=External Transfers; rule=external_commbank_name; evidence=confidence=high,External Transfers,100
transfer,2420589,2755538195,External Transfers,CBA Funds Transfer,external_fast_transfer,category=External Transfers; rule=external_fast_transfer; evidence=confidence=high,External Transfers,100
transfer,2420589,2755537543,External Transfers,CBA Funds Transfer,external_commbank_name,category=External Transfers; rule=external_commbank_name; evidence=confidence=high,External Transfers,100
transfer,2420589,2755537715,External Transfers,Direct Debit Transfer,external_direct_debit_with_bsb,"category=External Transfers; rule=external_direct_debit_with_bsb; evidence=confidence=high, dr_cr_used",External Transfers,100
transfer,2420589,2755538160,External Transfers,CBA Funds Transfer,external_commbank_name,category=External Transfers; rule=external_commbank_name; evidence=confidence=high,External Transfers,100
transfer,2420589,2755538334,External Transfers,Direct Debit Transfer,external_direct_debit_with_bsb,"category=External Transfers; rule=external_direct_debit_with_bsb; evidence=confidence=high, dr_cr_used",External Transfers,100
transfer,2420589,2755537600,External Transfers,CBA Funds Transfer,external_fast_transfer,category=External Transfers; rule=external_fast_transfer; evidence=confidence=high,External Transfers,100
transfer,2420589,2755537660,External Transfers,Direct Debit Transfer,external_direct_debit_with_bsb,"category=External Transfers; rule=external_direct_debit_with_bsb; evidence=confidence=high, dr_cr_used",External Transfers,100
transfer,2420589,2755538159,External Transfers,CBA Funds Transfer,external_fast_transfer,category=External Transfers; rule=external_fast_transfer; evidence=confidence=high,External Transfers,100
transfer,2420589,2755537967,External Transfers,CBA Funds Transfer,external_commbank_name,category=External Transfers; rule=external_commbank_name; evidence=confidence=high,External Transfers,100
transfer,2420589,2755538192,External Transfers,Direct Debit Transfer,external_direct_debit_with_bsb,"category=External Transfers; rule=external_direct_debit_with_bsb; evidence=confidence=high, dr_cr_used",External Transfers,100
transfer,2420589,2755537544,External Transfers,CBA Funds Transfer,external_fast_transfer,category=External Transfers; rule=external_fast_transfer; evidence=confidence=high,External Transfers,100
transfer,2420589,2755538047,External Transfers,Direct Debit Transfer,external_direct_debit_with_bsb,"category=External Transfers; rule=external_direct_debit_with_bsb; evidence=confidence=high, dr_cr_used",External Transfers,100
transfer,2420589,2755538039,External Transfers,CBA Funds Transfer,external_fast_transfer,category=External Transfers; rule=external_fast_transfer; evidence=confidence=high,External Transfers,100
transfer,2420589,2755537782,External Transfers,CBA Funds Transfer,external_fast_transfer,category=External Transfers; rule=external_fast_transfer; evidence=confidence=high,External Transfers,100
transfer,2420589,2755538061,External Transfers,CBA Funds Transfer,external_payid_osko,category=External Transfers; rule=external_payid_osko; evidence=confidence=high,External Transfers,100
transfer,2420589,2755538326,External Transfers,Direct Debit Transfer,external_direct_debit_with_bsb,"category=External Transfers; rule=external_direct_debit_with_bsb; evidence=confidence=high, dr_cr_used",External Transfers,100
transfer,2420589,2755537981,External Transfers,Direct Debit Transfer,external_direct_debit_with_bsb,"category=External Transfers; rule=external_direct_debit_with_bsb; evidence=confidence=high, dr_cr_used",External Transfers,100
transfer,2420589,2755538005,External Transfers,CBA Funds Transfer,external_commbank_name,category=External Transfers; rule=external_commbank_name; evidence=confidence=high,External Transfers,100
transfer,2420589,2755538027,External Transfers,CBA Funds Transfer,external_commbank_name,category=External Transfers; rule=external_commbank_name; evidence=confidence=high,External Transfers,100
transfer,2420589,2755537549,External Transfers,CBA Funds Transfer,external_commbank_name,category=External Transfers; rule=external_commbank_name; evidence=confidence=high,External Transfers,100
transfer,2420589,2755537779,External Transfers,Direct Debit Transfer,external_direct_debit_with_bsb,"category=External Transfers; rule=external_direct_debit_with_bsb; evidence=confidence=high, dr_cr_used",External Transfers,100
transfer,2420589,2755537553,External Transfers,Direct Debit Transfer,external_direct_debit_with_bsb,"category=External Transfers; rule=external_direct_debit_with_bsb; evidence=confidence=high, dr_cr_used",External Transfers,100
transfer,2420589,2755538048,External Transfers,Direct Debit Transfer,external_direct_debit_with_bsb,"category=External Transfers; rule=external_direct_debit_with_bsb; evidence=confidence=high, dr_cr_used",External Transfers,100
transfer,2420589,2755537653,External Transfers,CBA Funds Transfer,external_payid_osko,category=External Transfers; rule=external_payid_osko; evidence=confidence=high,External Transfers,100
transfer,2420589,2755538128,External Transfers,Direct Debit Transfer,external_direct_debit_with_bsb,"category=External Transfers; rule=external_direct_debit_with_bsb; evidence=confidence=high, dr_cr_used",External Transfers,100
transfer,2420589,2755538089,External Transfers,CBA Funds Transfer,external_fast_transfer,category=External Transfers; rule=external_fast_transfer; evidence=confidence=high,External Transfers,100
transfer,2420589,2755538186,External Transfers,Direct Debit Transfer,external_direct_debit_with_bsb,"category=External Transfers; rule=external_direct_debit_with_bsb; evidence=confidence=high, dr_cr_used",External Transfers,100
transfer,2420589,2755538085,External Transfers,CBA Funds Transfer,external_fast_transfer,category=External Transfers; rule=external_fast_transfer; evidence=confidence=high,External Transfers,100
transfer,2420589,2755538172,External Transfers,CBA Funds Transfer,external_fast_transfer,category=External Transfers; rule=external_fast_transfer; evidence=confidence=high,External Transfers,100
transfer,2420589,2755538318,External Transfers,Direct Debit Transfer,external_direct_debit_with_bsb,"category=External Transfers; rule=external_direct_debit_with_bsb; evidence=confidence=high, dr_cr_used",External Transfers,100
transfer,2420589,2755538350,External Transfers,CBA Funds Transfer,external_commbank_name,category=External Transfers; rule=external_commbank_name; evidence=confidence=high,External Transfers,100
transfer,2420589,2755537995,External Transfers,Direct Debit Transfer,external_direct_debit_with_bsb,"category=External Transfers; rule=external_direct_debit_with_bsb; evidence=confidence=high, dr_cr_used",External Transfers,100
transfer,2420589,2755538055,External Transfers,Direct Debit Transfer,external_direct_debit_with_bsb,"category=External Transfers; rule=external_direct_debit_with_bsb; evidence=confidence=high, dr_cr_used",External Transfers,100
transfer,2420589,2755537920,External Transfers,Direct Debit Transfer,external_direct_debit_with_bsb,"category=External Transfers; rule=external_direct_debit_with_bsb; evidence=confidence=high, dr_cr_used",External Transfers,100
transfer,2420589,2755537655,External Transfers,CBA Funds Transfer,external_fast_transfer,category=External Transfers; rule=external_fast_transfer; evidence=confidence=high,External Transfers,100
transfer,2420589,2755538078,External Transfers,CBA Funds Transfer,external_fast_transfer,category=External Transfers; rule=external_fast_transfer; evidence=confidence=high,External Transfers,100
transfer,2420589,2755537617,External Transfers,CBA Funds Transfer,external_fast_transfer,category=External Transfers; rule=external_fast_transfer; evidence=confidence=high,External Transfers,100
transfer,2420589,2755537978,External Transfers,Direct Debit Transfer,external_direct_debit_with_bsb,"category=External Transfers; rule=external_direct_debit_with_bsb; evidence=confidence=high, dr_cr_used",External Transfers,100
transfer,2420589,2755537837,External Transfers,CBA Funds Transfer,external_commbank_name,category=External Transfers; rule=external_commbank_name; evidence=confidence=high,External Transfers,100
transfer,2420589,2755537548,External Transfers,Direct Debit Transfer,external_direct_debit_with_bsb,"category=External Transfers; rule=external_direct_debit_with_bsb; evidence=confidence=high, dr_cr_used",External Transfers,100
transfer,2420589,2755538139,External Transfers,Direct Debit Transfer,external_direct_debit_with_bsb,"category=External Transfers; rule=external_direct_debit_with_bsb; evidence=confidence=high, dr_cr_used",External Transfers,100
transfer,2420589,2755538356,External Transfers,CBA Funds Transfer,external_fast_transfer,category=External Transfers; rule=external_fast_transfer; evidence=confidence=high,External Transfers,100
transfer,2420589,2755537737,External Transfers,Direct Debit Transfer,external_direct_debit_with_bsb,"category=External Transfers; rule=external_direct_debit_with_bsb; evidence=confidence=high, dr_cr_used",External Transfers,100
transfer,2420589,2755537750,External Transfers,CBA Funds Transfer,external_fast_transfer,category=External Transfers; rule=external_fast_transfer; evidence=confidence=high,External Transfers,100
transfer,2420589,2755538276,External Transfers,CBA Funds Transfer,external_fast_transfer,category=External Transfers; rule=external_fast_transfer; evidence=confidence=high,External Transfers,100
transfer,2420589,2755538106,External Transfers,CBA Funds Transfer,external_fast_transfer,category=External Transfers; rule=external_fast_transfer; evidence=confidence=high,External Transfers,100
transfer,2420589,2755538299,External Transfers,CBA Funds Transfer,external_fast_transfer,category=External Transfers; rule=external_fast_transfer; evidence=confidence=high,External Transfers,100
transfer,2420589,2755538056,External Transfers,Direct Debit Transfer,external_direct_debit_with_bsb,"category=External Transfers; rule=external_direct_debit_with_bsb; evidence=confidence=high, dr_cr_used",External Transfers,100
transfer,2420589,2755537612,External Transfers,Direct Debit Transfer,external_direct_debit_with_bsb,"category=External Transfers; rule=external_direct_debit_with_bsb; evidence=confidence=high, dr_cr_used",External Transfers,100
transfer,2420589,2755538107,External Transfers,CBA Funds Transfer,external_commbank_bpay,"category=External Transfers; rule=external_commbank_bpay; evidence=confidence=high, dr_cr_used",External Transfers,100
transfer,2420589,2755538057,External Transfers,CBA Funds Transfer,external_fast_transfer,category=External Transfers; rule=external_fast_transfer; evidence=confidence=high,External Transfers,100
transfer,2420589,2755537659,External Transfers,Direct Debit Transfer,external_direct_debit_with_bsb,"category=External Transfers; rule=external_direct_debit_with_bsb; evidence=confidence=high, dr_cr_used",External Transfers,100
transfer,2420589,2755537840,External Transfers,CBA Funds Transfer,external_fast_transfer,category=External Transfers; rule=external_fast_transfer; evidence=confidence=high,External Transfers,100
transfer,2420589,2755537718,External Transfers,CBA Funds Transfer,external_fast_transfer,category=External Transfers; rule=external_fast_transfer; evidence=confidence=high,External Transfers,100
transfer,2420589,2755538325,External Transfers,Direct Debit Transfer,external_direct_debit_with_bsb,"category=External Transfers; rule=external_direct_debit_with_bsb; evidence=confidence=high, dr_cr_used",External Transfers,100
transfer,2420589,2755537855,External Transfers,Direct Debit Transfer,external_direct_debit_with_bsb,"category=External Transfers; rule=external_direct_debit_with_bsb; evidence=confidence=high, dr_cr_used",External Transfers,100
transfer,2420589,2755537910,External Transfers,Direct Debit Transfer,external_direct_debit_with_bsb,"category=External Transfers; rule=external_direct_debit_with_bsb; evidence=confidence=high, dr_cr_used",External Transfers,100
transfer,2420589,2755538267,External Transfers,Direct Debit Transfer,external_direct_debit_with_bsb,"category=External Transfers; rule=external_direct_debit_with_bsb; evidence=confidence=high, dr_cr_used",External Transfers,100
transfer,2420589,2755538201,External Transfers,Direct Debit Transfer,external_direct_debit_with_bsb,"category=External Transfers; rule=external_direct_debit_with_bsb; evidence=confidence=high, dr_cr_used",External Transfers,100
transfer,2420589,2755537650,External Transfers,Direct Debit Transfer,external_direct_debit_with_bsb,"category=External Transfers; rule=external_direct_debit_with_bsb; evidence=confidence=high, dr_cr_used",External Transfers,100
transfer,2420589,2755538059,External Transfers,CBA Funds Transfer,external_commbank_name,category=External Transfers; rule=external_commbank_name; evidence=confidence=high,External Transfers,100
transfer,2420589,2755538256,External Transfers,CBA Funds Transfer,external_fast_transfer,category=External Transfers; rule=external_fast_transfer; evidence=confidence=high,External Transfers,100
transfer,2420589,2755537554,External Transfers,Direct Debit Transfer,external_direct_debit_with_bsb,"category=External Transfers; rule=external_direct_debit_with_bsb; evidence=confidence=high, dr_cr_used",External Transfers,100
transfer,2420589,2755538185,External Transfers,Direct Debit Transfer,external_direct_debit_with_bsb,"category=External Transfers; rule=external_direct_debit_with_bsb; evidence=confidence=high, dr_cr_used",External Transfers,100
transfer,2420589,2755537725,External Transfers,Direct Debit Transfer,external_direct_debit_with_bsb,"category=External Transfers; rule=external_direct_debit_with_bsb; evidence=confidence=high, dr_cr_used",External Transfers,100
transfer,2420589,2755537799,External Transfers,CBA Funds Transfer,external_fast_transfer,category=External Transfers; rule=external_fast_transfer; evidence=confidence=high,External Transfers,100
transfer,2420589,2755538333,External Transfers,Direct Debit Transfer,external_direct_debit_with_bsb,"category=External Transfers; rule=external_direct_debit_with_bsb; evidence=confidence=high, dr_cr_used",External Transfers,100
transfer,2420589,2755538258,External Transfers,Direct Debit Transfer,external_direct_debit_with_bsb,"category=External Transfers; rule=external_direct_debit_with_bsb; evidence=confidence=high, dr_cr_used",External Transfers,100
transfer,2420589,2755537609,External Transfers,CBA Funds Transfer,external_fast_transfer,category=External Transfers; rule=external_fast_transfer; evidence=confidence=high,External Transfers,100
transfer,2420589,2755537971,External Transfers,CBA Funds Transfer,external_fast_transfer,category=External Transfers; rule=external_fast_transfer; evidence=confidence=high,External Transfers,100
transfer,2420589,2755538154,External Transfers,CBA Funds Transfer,external_fast_transfer,category=External Transfers; rule=external_fast_transfer; evidence=confidence=high,External Transfers,100
transfer,2420589,2755537722,External Transfers,Direct Debit Transfer,external_direct_debit_with_bsb,"category=External Transfers; rule=external_direct_debit_with_bsb; evidence=confidence=high, dr_cr_used",External Transfers,100
transfer,2420589,2755537706,External Transfers,CBA Funds Transfer,external_fast_transfer,category=External Transfers; rule=external_fast_transfer; evidence=confidence=high,External Transfers,100
transfer,2420589,2755538054,External Transfers,Direct Debit Transfer,external_direct_debit_with_bsb,"category=External Transfers; rule=external_direct_debit_with_bsb; evidence=confidence=high, dr_cr_used",External Transfers,100
transfer,2420589,2755538230,External Transfers,CBA Funds Transfer,external_fast_transfer,category=External Transfers; rule=external_fast_transfer; evidence=confidence=high,External Transfers,100
transfer,2420589,2755538268,External Transfers,Direct Debit Transfer,external_direct_debit_with_bsb,"category=External Transfers; rule=external_direct_debit_with_bsb; evidence=confidence=high, dr_cr_used",External Transfers,100
transfer,2420589,2755537982,External Transfers,Direct Debit Transfer,external_direct_debit_with_bsb,"category=External Transfers; rule=external_direct_debit_with_bsb; evidence=confidence=high, dr_cr_used",External Transfers,100
